Season,Land Type,Soil Type,Water Source,Land Size,Previous Crop,Suggested Crop
Monsoon,Plain,Clay,Irrigated,12.7,Cotton,Paddy
Winter,Coastal,Clay,Rainfed,20.7,Soybean,Mustard
Winter,Plain,Sandy,Rainfed,29.7,Rice,Barley
Summer,Plain,Loam,Rainfed,49.4,Cotton,Maize
Monsoon,Hilly,Clay,Rainfed,11.0,Corn,Paddy
Summer,Plain,Sandy,Groundwater,10.7,Wheat,Cotton
Monsoon,Hilly,Clay,Irrigated,3.8,Cotton,Paddy
Summer,Hilly,Sandy,Irrigated,20.9,Sugarcane,Cotton
Monsoon,Hilly,Clay,Rainfed,39.2,Sugarcane,Paddy
Summer,Plain,Loam,Rainfed,15.6,Sugarcane,Maize
Monsoon,Hilly,Loam,Groundwater,44.7,Soybean,Rice
Winter,Coastal,Silt,Irrigated,44.2,Corn,Pea
Winter,Plain,Silt,Groundwater,10.9,Soybean,Pea
Summer,Plain,Silt,Groundwater,8.6,Wheat,Sugarcane
Summer,Hilly,Loam,Irrigated,36.2,Cotton,Maize
Summer,Coastal,Clay,Groundwater,5.8,Rice,Rice
Winter,Coastal,Silt,Rainfed,46.9,Cotton,Pea
Monsoon,Coastal,Sandy,Irrigated,14.3,Sugarcane,Soybean
Monsoon,Coastal,Sandy,Irrigated,16.9,Sugarcane,Soybean
Summer,Coastal,Sandy,Groundwater,33.4,Sugarcane,Cotton
Winter,Hilly,Silt,Rainfed,30.7,Corn,Pea
Summer,Hilly,Silt,Groundwater,20.8,Cotton,Sugarcane
Summer,Hilly,Clay,Groundwater,33.2,Soybean,Rice
Winter,Plain,Loam,Groundwater,8.4,Sugarcane,Wheat
Winter,Hilly,Loam,Irrigated,26.0,Sugarcane,Wheat
Winter,Hilly,Sandy,Groundwater,16.4,Sugarcane,Barley
Monsoon,Plain,Loam,Groundwater,23.4,Rice,Rice
Monsoon,Plain,Silt,Groundwater,39.2,Cotton,Groundnut
Monsoon,Hilly,Clay,Rainfed,46.0,Cotton,Paddy
Winter,Plain,Sandy,Irrigated,43.7,Soybean,Barley
Winter,Plain,Silt,Groundwater,28.2,Rice,Pea
Summer,Hilly,Silt,Groundwater,41.8,Soybean,Sugarcane
Winter,Hilly,Clay,Groundwater,27.0,Corn,Mustard
Winter,Hilly,Silt,Rainfed,16.2,Soybean,Pea
Winter,Coastal,Sandy,Rainfed,17.1,Cotton,Barley
Winter,Hilly,Loam,Irrigated,4.8,Corn,Wheat
Winter,Plain,Loam,Rainfed,9.5,Corn,Wheat
Winter,Plain,Clay,Rainfed,7.0,Soybean,Mustard
Winter,Hilly,Loam,Groundwater,33.3,Rice,Wheat
Monsoon,Coastal,Clay,Irrigated,42.2,Corn,Paddy
Winter,Hilly,Silt,Irrigated,29.2,Soybean,Pea
Summer,Coastal,Silt,Irrigated,16.6,Corn,Sugarcane
Summer,Plain,Sandy,Rainfed,6.0,Wheat,Cotton
Summer,Coastal,Silt,Rainfed,18.7,Cotton,Sugarcane
Winter,Hilly,Clay,Irrigated,8.4,Rice,Mustard
Summer,Plain,Silt,Irrigated,24.1,Wheat,Sugarcane
Monsoon,Coastal,Loam,Irrigated,15.9,Cotton,Rice
Summer,Hilly,Sandy,Groundwater,22.5,Rice,Cotton
Monsoon,Hilly,Sandy,Irrigated,39.4,Sugarcane,Soybean
Winter,Hilly,Clay,Irrigated,14.1,Cotton,Mustard
Monsoon,Coastal,Silt,Groundwater,20.8,Wheat,Groundnut
Summer,Hilly,Sandy,Rainfed,39.1,Cotton,Cotton
Summer,Plain,Loam,Groundwater,22.1,Sugarcane,Maize
Summer,Plain,Silt,Rainfed,15.3,Cotton,Sugarcane
Winter,Hilly,Clay,Rainfed,2.7,Soybean,Mustard
Summer,Coastal,Loam,Rainfed,48.4,Soybean,Maize
Summer,Hilly,Loam,Groundwater,26.3,Sugarcane,Maize
Monsoon,Hilly,Loam,Irrigated,15.7,Rice,Rice
Winter,Hilly,Clay,Groundwater,34.9,Soybean,Mustard
Winter,Plain,Clay,Rainfed,44.4,Sugarcane,Mustard
Winter,Hilly,Loam,Groundwater,1.7,Rice,Wheat
Winter,Coastal,Silt,Rainfed,31.6,Soybean,Pea
Winter,Hilly,Silt,Groundwater,43.8,Wheat,Pea
Monsoon,Plain,Sandy,Groundwater,35.8,Wheat,Soybean
Summer,Plain,Clay,Rainfed,41.4,Soybean,Rice
Winter,Hilly,Clay,Rainfed,20.1,Sugarcane,Mustard
Monsoon,Plain,Sandy,Rainfed,20.6,Corn,Soybean
Winter,Hilly,Clay,Rainfed,39.9,Cotton,Mustard
Monsoon,Hilly,Clay,Groundwater,15.8,Soybean,Paddy
Winter,Hilly,Silt,Irrigated,7.5,Rice,Pea
Summer,Coastal,Sandy,Rainfed,44.5,Cotton,Cotton
Monsoon,Coastal,Silt,Irrigated,20.2,Corn,Groundnut
Winter,Coastal,Sandy,Groundwater,17.4,Corn,Barley
Winter,Plain,Silt,Irrigated,20.7,Wheat,Pea
Summer,Coastal,Clay,Rainfed,39.3,Soybean,Rice
Summer,Coastal,Silt,Groundwater,25.3,Corn,Sugarcane
Summer,Coastal,Silt,Groundwater,36.9,Soybean,Sugarcane
Monsoon,Hilly,Sandy,Irrigated,7.5,Rice,Soybean
Winter,Plain,Clay,Groundwater,25.9,Soybean,Mustard
Monsoon,Plain,Loam,Rainfed,18.4,Sugarcane,Rice
Summer,Coastal,Clay,Groundwater,35.3,Cotton,Rice
Winter,Hilly,Silt,Groundwater,40.4,Corn,Pea
Monsoon,Hilly,Sandy,Rainfed,44.0,Wheat,Soybean
Winter,Plain,Sandy,Groundwater,34.9,Sugarcane,Barley
Monsoon,Hilly,Silt,Irrigated,16.5,Sugarcane,Groundnut
Summer,Hilly,Sandy,Groundwater,5.6,Sugarcane,Cotton
Monsoon,Coastal,Clay,Rainfed,31.7,Sugarcane,Paddy
Winter,Hilly,Sandy,Rainfed,14.5,Corn,Barley
Summer,Plain,Sandy,Groundwater,15.8,Wheat,Cotton
Monsoon,Coastal,Loam,Groundwater,5.1,Soybean,Rice
Monsoon,Plain,Silt,Groundwater,18.6,Wheat,Groundnut
Monsoon,Plain,Loam,Groundwater,14.3,Cotton,Rice
Winter,Coastal,Loam,Groundwater,21.7,Sugarcane,Wheat
Monsoon,Hilly,Silt,Rainfed,40.7,Soybean,Groundnut
Summer,Hilly,Clay,Rainfed,25.1,Cotton,Rice
Winter,Coastal,Sandy,Rainfed,35.4,Sugarcane,Barley
Monsoon,Plain,Loam,Groundwater,28.9,Cotton,Rice
Summer,Coastal,Silt,Irrigated,15.3,Cotton,Sugarcane
Winter,Coastal,Silt,Groundwater,12.7,Sugarcane,Pea
Summer,Plain,Sandy,Rainfed,19.8,Soybean,Cotton
Monsoon,Plain,Clay,Irrigated,6.9,Rice,Paddy
Winter,Coastal,Clay,Groundwater,5.1,Sugarcane,Mustard
Monsoon,Coastal,Sandy,Groundwater,21.6,Soybean,Soybean
Monsoon,Coastal,Clay,Irrigated,27.9,Cotton,Paddy
Monsoon,Hilly,Sandy,Rainfed,14.1,Corn,Soybean
Winter,Plain,Loam,Rainfed,24.6,Wheat,Wheat
Summer,Coastal,Clay,Rainfed,31.0,Soybean,Rice
Monsoon,Hilly,Silt,Groundwater,10.8,Cotton,Groundnut
Summer,Hilly,Silt,Irrigated,7.3,Corn,Sugarcane
Summer,Coastal,Loam,Groundwater,19.1,Sugarcane,Maize
Monsoon,Plain,Silt,Irrigated,46.3,Corn,Groundnut
Monsoon,Hilly,Sandy,Irrigated,48.7,Soybean,Soybean
Monsoon,Coastal,Sandy,Rainfed,17.0,Soybean,Soybean
Summer,Coastal,Silt,Irrigated,46.3,Sugarcane,Sugarcane
Summer,Coastal,Sandy,Groundwater,15.3,Rice,Cotton
Summer,Plain,Clay,Rainfed,8.2,Sugarcane,Rice
Winter,Hilly,Silt,Rainfed,48.3,Sugarcane,Pea
Winter,Hilly,Silt,Groundwater,8.6,Sugarcane,Pea
Winter,Coastal,Clay,Groundwater,36.0,Cotton,Mustard
Summer,Coastal,Sandy,Irrigated,5.2,Rice,Cotton
Winter,Plain,Sandy,Rainfed,5.5,Sugarcane,Barley
Summer,Coastal,Clay,Irrigated,36.3,Corn,Rice
Summer,Plain,Clay,Irrigated,16.5,Corn,Rice
Monsoon,Coastal,Loam,Rainfed,2.8,Cotton,Rice
Winter,Plain,Clay,Irrigated,7.1,Cotton,Mustard
Winter,Plain,Loam,Irrigated,35.6,Sugarcane,Wheat
Winter,Plain,Clay,Irrigated,33.7,Rice,Mustard
Summer,Hilly,Clay,Rainfed,24.7,Rice,Rice
Summer,Coastal,Sandy,Rainfed,9.7,Wheat,Cotton
Summer,Plain,Clay,Groundwater,48.0,Corn,Rice
Summer,Plain,Loam,Rainfed,25.0,Corn,Maize
Summer,Plain,Silt,Groundwater,30.3,Sugarcane,Sugarcane
Monsoon,Hilly,Clay,Groundwater,47.2,Soybean,Paddy
Summer,Coastal,Sandy,Groundwater,34.5,Rice,Cotton
Summer,Plain,Silt,Rainfed,14.4,Corn,Sugarcane
Summer,Hilly,Sandy,Groundwater,39.0,Wheat,Cotton
Summer,Hilly,Silt,Irrigated,17.6,Cotton,Sugarcane
Winter,Hilly,Silt,Rainfed,49.7,Sugarcane,Pea
Summer,Hilly,Sandy,Rainfed,21.0,Sugarcane,Cotton
Winter,Hilly,Clay,Irrigated,47.6,Wheat,Mustard
Winter,Plain,Clay,Rainfed,31.4,Cotton,Mustard
Winter,Coastal,Clay,Groundwater,39.4,Rice,Mustard
Monsoon,Hilly,Loam,Irrigated,14.9,Sugarcane,Rice
Winter,Plain,Clay,Rainfed,43.5,Soybean,Mustard
Monsoon,Plain,Loam,Irrigated,23.8,Wheat,Rice
Summer,Plain,Clay,Groundwater,33.3,Wheat,Rice
Summer,Coastal,Sandy,Rainfed,33.8,Soybean,Cotton
Winter,Coastal,Silt,Irrigated,29.7,Sugarcane,Pea
Monsoon,Hilly,Sandy,Irrigated,34.6,Corn,Soybean
Summer,Coastal,Silt,Rainfed,44.6,Wheat,Sugarcane
Monsoon,Hilly,Clay,Rainfed,25.3,Cotton,Paddy
Winter,Coastal,Loam,Rainfed,37.3,Wheat,Wheat
Monsoon,Plain,Loam,Rainfed,9.4,Sugarcane,Rice
Monsoon,Hilly,Silt,Irrigated,23.3,Corn,Groundnut
Summer,Plain,Sandy,Groundwater,17.6,Corn,Cotton
Winter,Coastal,Sandy,Groundwater,27.9,Soybean,Barley
Winter,Plain,Sandy,Rainfed,2.9,Cotton,Barley
Summer,Coastal,Sandy,Groundwater,13.1,Cotton,Cotton
Monsoon,Hilly,Clay,Groundwater,18.5,Corn,Paddy
Monsoon,Plain,Clay,Groundwater,38.2,Wheat,Paddy
Summer,Hilly,Silt,Rainfed,20.8,Wheat,Sugarcane
Monsoon,Plain,Silt,Rainfed,26.6,Wheat,Groundnut
Monsoon,Hilly,Loam,Rainfed,2.6,Wheat,Rice
Monsoon,Plain,Silt,Groundwater,8.5,Soybean,Groundnut
Winter,Hilly,Silt,Irrigated,47.5,Cotton,Pea
Monsoon,Coastal,Clay,Irrigated,42.9,Rice,Paddy
Summer,Plain,Clay,Irrigated,19.8,Soybean,Rice
Winter,Plain,Sandy,Groundwater,44.6,Rice,Barley
Winter,Hilly,Loam,Groundwater,43.8,Soybean,Wheat
Summer,Hilly,Silt,Irrigated,23.7,Cotton,Sugarcane
Winter,Plain,Silt,Groundwater,44.0,Soybean,Pea
Monsoon,Plain,Loam,Groundwater,19.2,Soybean,Rice
Summer,Coastal,Clay,Irrigated,47.9,Sugarcane,Rice
Monsoon,Plain,Sandy,Groundwater,35.8,Rice,Soybean
Summer,Plain,Loam,Irrigated,46.8,Sugarcane,Maize
Monsoon,Coastal,Loam,Irrigated,29.2,Rice,Rice
Winter,Hilly,Sandy,Irrigated,2.3,Soybean,Barley
Winter,Hilly,Sandy,Irrigated,25.2,Rice,Barley
Monsoon,Plain,Sandy,Rainfed,17.6,Soybean,Soybean
Winter,Plain,Sandy,Groundwater,14.8,Sugarcane,Barley
Monsoon,Hilly,Clay,Groundwater,30.7,Rice,Paddy
Summer,Hilly,Silt,Rainfed,32.4,Cotton,Sugarcane
Summer,Coastal,Silt,Rainfed,15.5,Corn,Sugarcane
Winter,Plain,Sandy,Groundwater,13.1,Cotton,Barley
Summer,Coastal,Sandy,Groundwater,34.5,Wheat,Cotton
Winter,Coastal,Sandy,Rainfed,44.1,Rice,Barley
Monsoon,Hilly,Loam,Rainfed,2.2,Cotton,Rice
Summer,Hilly,Silt,Groundwater,12.5,Soybean,Sugarcane
Winter,Hilly,Loam,Irrigated,37.9,Corn,Wheat
Monsoon,Coastal,Silt,Rainfed,2.7,Wheat,Groundnut
Winter,Plain,Loam,Irrigated,14.2,Soybean,Wheat
Summer,Hilly,Silt,Rainfed,23.5,Sugarcane,Sugarcane
Winter,Hilly,Clay,Irrigated,35.7,Wheat,Mustard
Monsoon,Plain,Sandy,Rainfed,26.9,Sugarcane,Soybean
Winter,Hilly,Clay,Groundwater,38.3,Wheat,Mustard
Monsoon,Hilly,Loam,Irrigated,9.2,Sugarcane,Rice
Monsoon,Plain,Sandy,Rainfed,16.1,Cotton,Soybean
Monsoon,Coastal,Sandy,Groundwater,42.7,Cotton,Soybean
Summer,Hilly,Clay,Irrigated,26.7,Corn,Rice
Monsoon,Coastal,Clay,Irrigated,27.8,Cotton,Paddy
Winter,Coastal,Silt,Rainfed,46.2,Corn,Pea
Summer,Hilly,Sandy,Irrigated,35.2,Soybean,Cotton
Summer,Coastal,Silt,Rainfed,33.4,Sugarcane,Sugarcane
Winter,Coastal,Sandy,Rainfed,27.1,Rice,Barley
Summer,Hilly,Loam,Rainfed,14.5,Soybean,Maize
Winter,Plain,Loam,Rainfed,1.5,Rice,Wheat
Winter,Coastal,Loam,Irrigated,32.9,Rice,Wheat
Summer,Plain,Sandy,Groundwater,16.1,Sugarcane,Cotton
Winter,Coastal,Sandy,Irrigated,9.7,Corn,Barley
Winter,Hilly,Sandy,Groundwater,32.2,Soybean,Barley
Monsoon,Hilly,Sandy,Irrigated,34.4,Sugarcane,Soybean
Monsoon,Coastal,Silt,Rainfed,9.2,Rice,Groundnut
Winter,Hilly,Sandy,Rainfed,34.3,Corn,Barley
Summer,Hilly,Sandy,Groundwater,49.7,Soybean,Cotton
Winter,Plain,Clay,Irrigated,44.2,Wheat,Mustard
Summer,Hilly,Loam,Irrigated,20.4,Sugarcane,Maize
Monsoon,Coastal,Clay,Groundwater,19.2,Wheat,Paddy
Monsoon,Plain,Sandy,Irrigated,24.1,Rice,Soybean
Winter,Hilly,Clay,Groundwater,6.9,Soybean,Mustard
Summer,Coastal,Loam,Rainfed,42.2,Sugarcane,Maize
Winter,Plain,Sandy,Groundwater,9.3,Corn,Barley
Winter,Coastal,Loam,Groundwater,3.9,Cotton,Wheat
Winter,Plain,Clay,Groundwater,16.9,Wheat,Mustard
Winter,Coastal,Loam,Irrigated,31.2,Rice,Wheat
Summer,Plain,Silt,Rainfed,2.3,Rice,Sugarcane
Winter,Coastal,Clay,Groundwater,10.8,Corn,Mustard
Summer,Hilly,Sandy,Irrigated,35.6,Sugarcane,Cotton
Summer,Plain,Silt,Rainfed,2.7,Corn,Sugarcane
Summer,Plain,Sandy,Rainfed,36.4,Cotton,Cotton
Winter,Hilly,Silt,Groundwater,16.8,Cotton,Pea
Summer,Plain,Clay,Rainfed,32.6,Corn,Rice
Winter,Hilly,Clay,Rainfed,4.8,Soybean,Mustard
Monsoon,Plain,Sandy,Irrigated,6.8,Wheat,Soybean
Summer,Plain,Clay,Rainfed,14.6,Rice,Rice
Summer,Hilly,Loam,Groundwater,16.0,Rice,Maize
Monsoon,Hilly,Clay,Rainfed,21.4,Corn,Paddy
Monsoon,Plain,Clay,Rainfed,39.9,Soybean,Paddy
Winter,Hilly,Clay,Irrigated,49.5,Cotton,Mustard
Summer,Hilly,Loam,Irrigated,45.1,Rice,Maize
Monsoon,Hilly,Loam,Groundwater,8.0,Cotton,Rice
Summer,Hilly,Clay,Irrigated,42.1,Wheat,Rice
Winter,Plain,Clay,Rainfed,17.7,Sugarcane,Mustard
Monsoon,Coastal,Silt,Rainfed,28.0,Sugarcane,Groundnut
Monsoon,Hilly,Clay,Groundwater,6.3,Wheat,Paddy
Summer,Hilly,Silt,Rainfed,35.9,Cotton,Sugarcane
Winter,Hilly,Clay,Irrigated,26.8,Sugarcane,Mustard
Winter,Plain,Sandy,Irrigated,44.6,Soybean,Barley
Monsoon,Hilly,Loam,Rainfed,23.7,Soybean,Rice
Monsoon,Plain,Clay,Rainfed,4.4,Rice,Paddy
Summer,Coastal,Loam,Groundwater,34.9,Sugarcane,Maize
Monsoon,Plain,Loam,Groundwater,41.7,Sugarcane,Rice
Winter,Coastal,Silt,Groundwater,4.5,Wheat,Pea
Winter,Hilly,Silt,Rainfed,14.8,Wheat,Pea
Winter,Hilly,Silt,Rainfed,26.6,Sugarcane,Pea
Winter,Plain,Loam,Groundwater,45.9,Cotton,Wheat
Monsoon,Coastal,Clay,Irrigated,38.6,Corn,Paddy
Winter,Hilly,Silt,Rainfed,40.6,Corn,Pea
Winter,Plain,Silt,Groundwater,9.1,Sugarcane,Pea
Summer,Coastal,Silt,Rainfed,42.6,Sugarcane,Sugarcane
Summer,Hilly,Silt,Irrigated,33.3,Rice,Sugarcane
Summer,Hilly,Silt,Irrigated,48.3,Cotton,Sugarcane
Summer,Coastal,Sandy,Groundwater,24.4,Cotton,Cotton
Summer,Coastal,Loam,Rainfed,22.7,Sugarcane,Maize
Monsoon,Plain,Loam,Rainfed,44.2,Soybean,Rice
Monsoon,Hilly,Clay,Groundwater,29.9,Sugarcane,Paddy
Summer,Plain,Silt,Irrigated,18.8,Wheat,Sugarcane
Monsoon,Coastal,Silt,Groundwater,47.2,Cotton,Groundnut
Summer,Coastal,Clay,Groundwater,44.3,Wheat,Rice
Monsoon,Plain,Silt,Groundwater,20.6,Wheat,Groundnut
Winter,Plain,Loam,Irrigated,19.5,Corn,Wheat
Summer,Hilly,Clay,Rainfed,12.5,Sugarcane,Rice
Monsoon,Plain,Loam,Irrigated,15.1,Corn,Rice
Winter,Hilly,Loam,Groundwater,12.3,Cotton,Wheat
Monsoon,Plain,Clay,Groundwater,25.2,Wheat,Paddy
Winter,Plain,Silt,Rainfed,9.2,Corn,Pea
Monsoon,Coastal,Sandy,Rainfed,6.3,Corn,Soybean
Winter,Hilly,Silt,Rainfed,39.6,Sugarcane,Pea
Monsoon,Plain,Loam,Groundwater,5.3,Cotton,Rice
Monsoon,Coastal,Clay,Rainfed,41.3,Rice,Paddy
Winter,Plain,Loam,Irrigated,22.7,Wheat,Wheat
Summer,Hilly,Silt,Rainfed,43.6,Corn,Sugarcane
Winter,Coastal,Clay,Irrigated,12.1,Corn,Mustard
Monsoon,Coastal,Clay,Groundwater,7.9,Cotton,Paddy
Monsoon,Hilly,Sandy,Groundwater,1.1,Sugarcane,Soybean
Winter,Hilly,Silt,Irrigated,33.4,Sugarcane,Pea
Winter,Coastal,Silt,Rainfed,13.8,Cotton,Pea
Winter,Hilly,Loam,Irrigated,45.6,Cotton,Wheat
Winter,Plain,Loam,Groundwater,5.2,Soybean,Wheat
Winter,Plain,Silt,Irrigated,6.2,Rice,Pea
Summer,Hilly,Loam,Rainfed,13.0,Rice,Maize
Monsoon,Plain,Clay,Rainfed,40.3,Cotton,Paddy
Winter,Plain,Loam,Irrigated,24.3,Cotton,Wheat
Winter,Plain,Clay,Irrigated,38.3,Wheat,Mustard
Winter,Coastal,Loam,Irrigated,9.8,Soybean,Wheat
Summer,Plain,Clay,Irrigated,41.3,Sugarcane,Rice
Summer,Plain,Loam,Groundwater,46.1,Rice,Maize
Summer,Hilly,Silt,Groundwater,38.5,Rice,Sugarcane
Summer,Hilly,Silt,Groundwater,43.6,Rice,Sugarcane
Winter,Hilly,Silt,Rainfed,27.7,Corn,Pea
Monsoon,Hilly,Clay,Rainfed,49.2,Sugarcane,Paddy
Winter,Coastal,Silt,Rainfed,34.6,Corn,Pea
Summer,Coastal,Loam,Irrigated,11.9,Soybean,Maize
Summer,Hilly,Loam,Groundwater,45.8,Cotton,Maize
Winter,Hilly,Sandy,Rainfed,41.1,Soybean,Barley
Monsoon,Coastal,Clay,Groundwater,3.4,Cotton,Paddy
Summer,Hilly,Sandy,Irrigated,11.5,Soybean,Cotton
Winter,Coastal,Silt,Groundwater,44.5,Corn,Pea
Monsoon,Plain,Clay,Groundwater,22.2,Wheat,Paddy
Summer,Coastal,Silt,Rainfed,36.8,Soybean,Sugarcane
Summer,Plain,Loam,Groundwater,13.9,Cotton,Maize
Monsoon,Coastal,Silt,Rainfed,46.7,Sugarcane,Groundnut
Winter,Plain,Sandy,Groundwater,19.0,Soybean,Barley
Winter,Plain,Clay,Groundwater,9.0,Rice,Mustard
Summer,Hilly,Loam,Rainfed,18.1,Corn,Maize
Monsoon,Hilly,Clay,Rainfed,38.2,Rice,Paddy
Monsoon,Plain,Loam,Rainfed,47.6,Corn,Rice
Winter,Hilly,Loam,Rainfed,25.4,Cotton,Wheat
Winter,Hilly,Silt,Rainfed,42.4,Sugarcane,Pea
Monsoon,Coastal,Loam,Groundwater,37.6,Soybean,Rice
Winter,Hilly,Clay,Irrigated,40.7,Cotton,Mustard
Summer,Coastal,Clay,Groundwater,48.8,Wheat,Rice
Summer,Plain,Silt,Groundwater,10.4,Rice,Sugarcane
Monsoon,Hilly,Clay,Irrigated,28.9,Sugarcane,Paddy
Summer,Hilly,Sandy,Groundwater,28.4,Cotton,Cotton
Summer,Plain,Sandy,Groundwater,31.6,Sugarcane,Cotton
Winter,Plain,Silt,Rainfed,4.0,Cotton,Pea
Winter,Plain,Loam,Rainfed,8.5,Wheat,Wheat
Monsoon,Plain,Clay,Irrigated,32.8,Cotton,Paddy
Monsoon,Plain,Silt,Rainfed,46.7,Wheat,Groundnut
Monsoon,Coastal,Sandy,Groundwater,2.7,Cotton,Soybean
Summer,Hilly,Silt,Rainfed,42.3,Rice,Sugarcane
Summer,Hilly,Sandy,Groundwater,6.9,Soybean,Cotton
Winter,Coastal,Sandy,Rainfed,31.4,Cotton,Barley
Summer,Plain,Loam,Irrigated,10.8,Cotton,Maize
Summer,Plain,Silt,Groundwater,33.5,Corn,Sugarcane
Monsoon,Hilly,Silt,Groundwater,46.2,Cotton,Groundnut
Summer,Plain,Loam,Irrigated,1.9,Corn,Maize
Summer,Coastal,Loam,Groundwater,8.0,Wheat,Maize
Winter,Coastal,Clay,Rainfed,28.7,Sugarcane,Mustard
Monsoon,Plain,Loam,Irrigated,1.8,Wheat,Rice
Winter,Hilly,Loam,Rainfed,49.4,Rice,Wheat
Summer,Coastal,Clay,Groundwater,31.8,Wheat,Rice
Monsoon,Hilly,Loam,Irrigated,41.4,Wheat,Rice
Monsoon,Coastal,Loam,Irrigated,25.7,Cotton,Rice
Winter,Plain,Loam,Irrigated,15.0,Wheat,Wheat
Summer,Plain,Sandy,Rainfed,24.5,Rice,Cotton
Monsoon,Hilly,Silt,Rainfed,29.1,Sugarcane,Groundnut
Winter,Coastal,Silt,Irrigated,1.4,Wheat,Pea
Monsoon,Coastal,Silt,Groundwater,36.9,Sugarcane,Groundnut
Monsoon,Plain,Sandy,Groundwater,3.8,Soybean,Soybean
Monsoon,Plain,Clay,Irrigated,14.6,Corn,Paddy
Winter,Coastal,Sandy,Groundwater,25.0,Corn,Barley
Winter,Hilly,Sandy,Groundwater,12.2,Sugarcane,Barley
Winter,Hilly,Clay,Rainfed,24.6,Sugarcane,Mustard
Winter,Coastal,Sandy,Rainfed,17.9,Wheat,Barley
Winter,Hilly,Sandy,Irrigated,19.0,Corn,Barley
Winter,Hilly,Sandy,Groundwater,16.3,Corn,Barley
Monsoon,Plain,Sandy,Groundwater,38.7,Rice,Soybean
Winter,Plain,Silt,Groundwater,20.1,Corn,Pea
Summer,Hilly,Silt,Rainfed,2.6,Wheat,Sugarcane
Winter,Plain,Sandy,Rainfed,17.2,Wheat,Barley
Summer,Coastal,Clay,Rainfed,39.9,Soybean,Rice
Summer,Hilly,Loam,Rainfed,36.2,Corn,Maize
Monsoon,Coastal,Loam,Groundwater,23.7,Wheat,Rice
Winter,Hilly,Loam,Rainfed,29.3,Soybean,Wheat
Winter,Plain,Sandy,Irrigated,30.6,Soybean,Barley
Winter,Coastal,Clay,Rainfed,18.1,Sugarcane,Mustard
Summer,Coastal,Loam,Irrigated,30.5,Corn,Maize
Monsoon,Coastal,Silt,Groundwater,8.9,Cotton,Groundnut
Summer,Coastal,Silt,Rainfed,31.1,Soybean,Sugarcane
Winter,Hilly,Loam,Rainfed,16.7,Wheat,Wheat
Summer,Hilly,Sandy,Groundwater,30.4,Soybean,Cotton
Summer,Plain,Sandy,Rainfed,12.3,Wheat,Cotton
Summer,Coastal,Silt,Groundwater,2.2,Corn,Sugarcane
Summer,Hilly,Clay,Rainfed,22.0,Soybean,Rice
Winter,Hilly,Sandy,Irrigated,28.5,Sugarcane,Barley
Monsoon,Hilly,Clay,Rainfed,28.1,Soybean,Paddy
Winter,Plain,Silt,Irrigated,24.1,Corn,Pea
Summer,Hilly,Silt,Rainfed,19.7,Sugarcane,Sugarcane
Summer,Coastal,Silt,Irrigated,38.1,Corn,Sugarcane
Summer,Hilly,Loam,Rainfed,15.5,Soybean,Maize
Winter,Hilly,Sandy,Groundwater,11.9,Corn,Barley
Winter,Hilly,Silt,Groundwater,47.5,Soybean,Pea
Winter,Hilly,Silt,Groundwater,9.0,Corn,Pea
Winter,Plain,Sandy,Irrigated,8.3,Sugarcane,Barley
Summer,Plain,Loam,Irrigated,28.9,Wheat,Maize
Monsoon,Hilly,Loam,Irrigated,29.4,Cotton,Rice
Winter,Hilly,Sandy,Rainfed,14.0,Soybean,Barley
Winter,Coastal,Clay,Irrigated,3.6,Rice,Mustard
Monsoon,Hilly,Loam,Groundwater,41.5,Rice,Rice
Summer,Plain,Silt,Groundwater,43.9,Corn,Sugarcane
Monsoon,Plain,Silt,Irrigated,24.7,Rice,Groundnut
Winter,Plain,Sandy,Groundwater,42.8,Rice,Barley
Summer,Hilly,Loam,Irrigated,9.4,Cotton,Maize
Monsoon,Hilly,Silt,Rainfed,14.3,Corn,Groundnut
Monsoon,Coastal,Silt,Rainfed,5.6,Wheat,Groundnut
Monsoon,Hilly,Clay,Irrigated,31.4,Wheat,Paddy
Winter,Coastal,Loam,Irrigated,45.9,Corn,Wheat
Summer,Hilly,Loam,Rainfed,28.0,Soybean,Maize
Summer,Plain,Sandy,Rainfed,36.6,Wheat,Cotton
Winter,Plain,Clay,Irrigated,25.0,Cotton,Mustard
Monsoon,Hilly,Loam,Rainfed,19.9,Sugarcane,Rice
Winter,Hilly,Sandy,Groundwater,41.8,Sugarcane,Barley
Winter,Plain,Loam,Rainfed,37.4,Cotton,Wheat
Summer,Coastal,Loam,Irrigated,46.3,Sugarcane,Maize
Winter,Coastal,Clay,Irrigated,23.7,Cotton,Mustard
Summer,Plain,Silt,Rainfed,5.7,Corn,Sugarcane
Monsoon,Plain,Silt,Irrigated,39.0,Rice,Groundnut
Monsoon,Coastal,Loam,Rainfed,31.9,Corn,Rice
Monsoon,Coastal,Loam,Groundwater,39.8,Rice,Rice
Monsoon,Plain,Loam,Irrigated,43.2,Rice,Rice
Summer,Coastal,Silt,Rainfed,44.8,Corn,Sugarcane
Winter,Hilly,Silt,Rainfed,15.9,Wheat,Pea
Winter,Plain,Clay,Rainfed,42.0,Cotton,Mustard
Summer,Plain,Sandy,Rainfed,2.0,Soybean,Cotton
Summer,Coastal,Loam,Groundwater,40.7,Soybean,Maize
Monsoon,Hilly,Sandy,Rainfed,36.9,Soybean,Soybean
